ID,Description,Category_English
280,"ابحث عن نظام برمجي جاهز لشركات تأجير السيارات مبني بLaravel وجاهز بكامل تفاصيله، يحتوي على الميزات التالية الأساسية:
تسجيل المستخدمين:
يجب أن يتمكن المستخدمون من إنشاء حسابات جديدة باستخدام البريد الإلكتروني وكلمة المرور.
إمكانية تسجيل الدخول واستعادة كلمة المرور.
إدارة السيارات:
إضافة، تعديل، وحذف معلومات السيارات (مثل الماركة، الموديل، السنة، السعر، الحالة).
إمكانية رفع صور للسيارات.
البحث عن السيارات:
واجهة بحث متقدمة تسمح للمستخدمين بالبحث عن السيارات حسب التاريخ، النوع، السعر، والموقع.
حجز السيارات:
إمكانية حجز السيارات لفترات زمنية محددة.
تأكيد الحجز وإرسال إشعارات للمستخدمين.
الدفع:
تكامل مع بوابات الدفع الإلكترونية لتسهيل عملية الدفع عبر الإنترنت.
إدارة الحجوزات:
واجهة للمستخدمين لعرض وتعديل أو إلغاء حجوزاتهم.
واجهة لإدارة الحجوزات من قبل المديرين.
تقييمات ومراجعات:
إمكانية ترك تقييمات ومراجعات للسيارات والخدمة.
تقارير وتحليلات:
تقديم تقارير عن الأداء، مثل عدد الحجوزات، الإيرادات، وأفضل السيارات.",Web Development
281,"تطبيق توقع نتائج مباريات كرة القدم بالذكاء الاصطناعي بدقة عالية (Real-Time)
---
الوصف الكامل:
أبحث عن مبرمج محترف لتطوير تطبيق ذكي لتوقع نتائج مباريات كرة القدم القادمة بدقة لا تقل عن 80%، باستخدام الذكاء الاصطناعي، وبدون الاعتماد على API خارجية.
---
المطلوب تنفيذه:
1. بناء نموذج ذكاء اصطناعي:
يتعلم من بيانات سابقة للمباريات (مثل: أداء الفرق، ترتيب الدوري، عدد الأهداف، تقييم اللاعبين، الغيابات، مستوى الحارس...).
يتوقع نتيجة المباراة القادمة قبل بدايتها أو يتوقع توقيت الهدف (مثل الدقيقة 30 أو 50).
2. تحليل المباريات القادمة فقط (Real-Time):
التوقع يجب أن يكون للمباريات القادمة فقط (مثلاً مباراة اليوم الساعة 5:00).
لا أريد نموذج يتوقع بناءً على بيانات قديمة من سنة أو شهر، بل باستخدام بيانات حديثة قدر الإمكان.
3. المبرمج مسؤول عن جمع وتحليل البيانات يدويا (من مواقع مثل Sofascore، WhoScored...).
لا أريد استخدام أي API مدفوعة.
الهدف هو الحصول على نموذج دقيق تفاعلي دون تكاليف إضافية.
4. واجهة التطبيق:
واجهة بسيطة لإدخال بيانات الفرق واللاعبين يدويا (مثل Google Sheets أو داخل التطبيق نفسه).
زر لعرض التوقع (النتيجة المتوقعة أو توقيت الهدف المتوقع).
---
ملاحظات هامة:
الذكاء الاصطناعي يجب أن يعمل بشكل شبه مباشر على بيانات جديدة، يعطيني نتائج ""واقعية"" وقريبة من أداء الفرق في آخر مبارياتهم.
لا يشترط واجهة احترافية في هذه المرحلة، فقط الوظائف الأساسية.
يجب أن يتم تدريب النموذج على بيانات كافية حتى تكون التوقعات فعالة.
أقبل استخدام أي خوارزمية يراها المطور مناسبة لتحقيق الدقة المطلوبة.",Web Development
282,تصميم واجهة مميزة مع الإلتزام بالهوية من ألوان وخطوط التي نقوم بتوفيرها.,Software Engineering
283,"عنوان المشروع
مطلوب شخص يعمل Web Scraping من LinkedIn
وصف المشروع:
أنا محتاج حد يجيبلي بيانات من LinkedIn زي:
- الاسم
- المسمى الوظيفي
- اسم الشركة
- المكان
- رابط البروفايل
البيانات دي تكون متصدّرة في ملف Excel أو CSV، ويكون الشغل منظم وواضح.
يفضّل اللي عنده خبرة في أدوات زي Selenium أو Puppeteer.
لو عندك شغل مشابه أو عينات، ابعتهولي.
المهم الشغل يكون سريع ومنظم.",Data Science
284,"عندى موقع عقارى لعرض عقارات باللغة العربية واحتاج التطويرات الاتية
انشاء عضويات مثل
عضوية افراد - مجانا
عضوية شركة - مدفوعة
عضوية اساسة شامل عدد 10 مستخدمين تحت حساب الشركة وعدد 20 اعلان شهريا
مرحلة فضية شامل عدد 20 مستخدمين تحت حساب الشركة وعدد 30 اعلان شهريا
مرحلة ذهبية شامل عدد 30 مستخدمين تحت حساب الشركة وعدد 40 اعلان شهريا
مع العلم ان العضوية افراد مسموح بنشر عدد 3 اعلانات فقط شهريا
عضوية الشركة يمكنة إضافة/إدارة مستخدمين فرعيين حسب عدد كل باقة
إرسال رسائل للبائعين الآخرين
مشاهدة الرسائل الواردة من المهتمين
ظهور عدد الاعلانات التى تم انشائها وعدد الاعلانات المتاحة لكل مستخدم فى صفحة التحكم
منع المستخدم من اضافة اعلان عند الوصول الى الحد المسموح بة
امكانية اضافة وسائل الدفع مثل فودافون كاش او تحويل بنكى او شحن محفظة على الموقع او انستاباى
الادوات المستخدمة فى الموقع
JetEngine - JetFormBuilder - Paid Memberships Pro",Web Development
285,"---
أبي موقع ووردبريس فيه نظام عضويات.
المطلوب:
- صفحة هبوط احترافية تعرض الباقات.
- نظام تسجيل دخول وحساب لكل مشترك.
- بعد الدفع، يفتح للمشترك محتوى خاص (PDFات أو فيديوهات أو جداول).
- كل باقة يكون لها صلاحيات معينة (مثلاً باقة التغذية يفتح لها ملفات معينة فقط).
- ربط مع بوابة دفع مثل ""تاب"".
- يدعم العربي، ويشتغل على الجوال.
- حماية المحتوى وعدم قابلية المشاركة.
---",Web Development
286,"السلام عليكم ورحمة الله وبركاته
أسعد الله أوقاتكم بكل خير
للخبراء والمختصين، يوجد تطبيق مطلوب رفعه على المتجر
أرجوا توضيح العرض مع السعر بشكل مفصل مع تفاصيل الرفع
وشكرا",Mobile Development
287,"نحتاج لتقنية QR للمطاعم التي تحتوي على المنيو من خلال مسح رمز ال QR الموجود على الطاولات
يفضل وجود الكود الجاهز واضافة بعض التعديلات عليه",Software Engineering
288,محتاج مبرمج فلاتر محترف لتعديل بسيط على تطبيق من على codecanyoun لإصدار نسخة لل ios و apk وربط بلفير بيز الخاصة بي,Mobile Development
289,"ابحث عن مبرمج لعمل ( بوت ) لحجز تذاكر على موقع webook بشروط وهي…
- ان يكون سريع جدا بحيث انه يغلب البوتات الاخرى
-ان يكون ضد الباند وهذا اهم شي بسبب الباندات العشوائية في موقع وي بوك
-واجهة سهلة الاستخدام
-تحديثات للبوت دائمة و ضمان لأي مشاكل تواجهني",Web Development
290,"تطبيق غرف صوتية
عملات افتراضية
هدايا افتراضية",Mobile Development
291,"أنا أعمل حاليًا على عملية يدوية تتضمن تسجيل الدخول إلى حساب GoDaddy، وإنشاء 50 بريدًا إلكترونيًا، ثم إرسال رسائل بريدية مرفقة إلى بريد الرسمي يكون البريد يحتوي على اسم شخص و وايضاً برسالة يوجد اسمة .
بعد ذلك، يجب عليَّ حذف 50 بريد إلكتروني وإنشاء 50 بريدًا جديدًا آخر نظرًا للحد الأقصى الذي يسمح به GoDaddy في إرسال الرسائل. أكرر هذه العملية عدة مرات حتى يصل العدد الإجمالي إلى 1100 بريد إلكتروني ورسالة.
العملية تتطلب وقتًا طويلًا وجهدًا كبيرًا نظرًا لتكرارها، وأحتاج إلى حل يساعدني في أتمتة هذه المهام لتوفير الوقت والجهد.
المطلوب:
أتمتة عملية إنشاء الحسابات عبر GoDaddy او غير قودادي. (لتوضيح لا افضل قودادي بسبب سعر المرتفع جداً للايميل الواحد)
إرسال رسائل مرفقة بشكل تلقائي إلى البريد المحدد مع امكانية تغير الرسالة لتكون كل رسالة مخصصة باسم مختلف.
إدارة الحسابات (ليكون 1100 بريد الكتروني جاهز)
توفير طريقة فعالة وسريعة للقيام بالمهام دون الحاجة للتكرار اليدوي.
ما أحتاجه:
تطوير سكربت أو برنامج يقوم بكل هذه المهام بشكل آلي.
أدوات أتمتة يمكن ربطها بـ GoDaddy او استضافة مقترحة غيرها أو استخدام واجهات برمجة التطبيقات (APIs).
تحسين العملية لتكون أكثر كفاءة وسرعة.",Mobile Development
