ID,Title,Category_English,category_arabic,Posted,Avg offer,Duration(Days),Number of Offers,Tags,Tags_en,Link
39,تطوير متجر إلكتروني إحترافي باستخدام ووردبريس + ووكومرس,Web Development,تطوير الويب,2025-05-01,150.00 ,4.0,18,"برمجة مواقع, تصميم مواقع, تصميم UI UX, إنشاء موقع إلكتروني, ووكومرس, تصميم موقع إلكتروني, إنشاء موقع ووردبريس","programing web, design web, design UI UX, create web , , design web , create web wordpress",https://mostaql.com/project/1079926-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A5%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%88%D9%88%D9%83%D9%88%D9%85%D8%B1%D8%B3
40,بناء تطبيق أو منصة لبيع مواد صوتية مع نظام حماية المحتوى,Web Development,تطوير الويب,2025-05-01,"1,000.00 ",60.0,7,"تصميم مواقع, تصميم بوسترات, تصميم تطبيقات, برمجة, تطوير البرمجيات, برمجة مواقع, برمجة التطبيقات, هندسة البرمجيات","design web, design , design  application, programing,  application development , programing web, programing  apps ,programming engineer",https://mostaql.com/project/1079937-%D8%A8%D9%86%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%88-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D9%88%D8%A7%D8%AF-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9-%D9%85%D8%B9-%D9%86%D8%B8%D8%A7%D9%85-%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%AD%D8%AA%D9%88%D9%89
41,عمل موقع بورتفوليو شخصى,Web Development,تطوير الويب,2025-05-01,150.00 ,7.0,42,"تصميم موقع إلكتروني, HTML, برمجة, تطوير البرمجيات, برمجة مواقع","design web , HTML, programing,  application development , programing web",https://mostaql.com/project/1079860-%D8%B9%D9%85%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D9%88%D8%B1%D8%AA%D9%81%D9%88%D9%84%D9%8A%D9%88-%D8%B4%D8%AE%D8%B5%D9%89
42,مطور Flutter و Firebase لصيانة تطبيق تعليمي وتطوير ميزات بسيطة,Mobile Development,تطوير التطبيقات,2025-05-01,125.00 ,60.0,10,"تطوير البرمجيات, برمجة, برمجة مواقع, برمجة التطبيقات, هندسة البرمجيات, تصحيح برمجي","application development , programing, programing web, programing  apps ,programming engineer, debugging",https://mostaql.com/project/1079920-%D9%85%D8%B7%D9%88%D8%B1-flutter-%D9%88-firebase-%D9%84%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%8A%D8%B2%D8%A7%D8%AA-%D8%A8%D8%B3%D9%8A%D8%B7%D8%A9
43,برمجة تطبيق تواصل إجتماعي,Mobile Development,تطوير التطبيقات,2025-05-01,300.00 ,25.0,4,"جافا سكريبت, HTML, Adobe Illustrator, تصميم تطبيقات, تصميم UI UX, إنشاء تطبيق, برمجة مواقع, C++ Programming, إنتاج الفيديو, برمجة, برمجة iOS, برمجة التطبيقات, برمجة أندرويد, برمجة تطبيقات أيفون, هندسة البرمجيات","java script, HTML, Adobe Illustrator, design  application, design UI UX, create  application, programing web, C++ Programming,  , programing, programing iOS, programing  apps , programing android , programing  application ,programming engineer",https://mostaql.com/project/1079944-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%A5%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A
44,محترف في سلة لإعادة هيكلة موقع,Web Development,تطوير الويب,2025-05-01,120.00 ,2.0,3,"تصميم جرافيك, كتابة المحتوى, الفكرة التصميمية, سلة, تحرير المحتوى, التسويق عبر مواقع التواصل الاجتماعي, التسويق الإلكتروني, فوتوشوب, تصميم متجر إلكتروني, إدخال بيانات, تعديل الصور","design ,  ,  design, ,  ,   web  ,  , photoshop, design  online market,  ,",https://mostaql.com/project/1079898-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%81%D9%8A-%D8%B3%D9%84%D8%A9-%D9%84%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D9%87%D9%8A%D9%83%D9%84%D8%A9-%D9%85%D9%88%D9%82%D8%B9
45,تطوير موقع لتقديم دورات عن التسويق,Web Development,تطوير الويب,2025-05-01,400.00 ,20.0,10,"تصميم UI UX, برمجة, برمجة قواعد البيانات, تصميم موقع إلكتروني, كتابة المحتوى, التسويق الإلكتروني, PHP, تدريس خصوصي, ووردبريس, جافا سكريبت, تطوير الويب, برمجة مواقع, لارافيل, تدريب عن بعد","design UI UX, programing, programing data base, design web ,  ,  , PHP,  , wordpress, java script, devweb, programing web, laravel,",https://mostaql.com/project/1080020-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D8%AA%D9%82%D8%AF%D9%8A%D9%85-%D8%AF%D9%88%D8%B1%D8%A7%D8%AA-%D8%B9%D9%86-%D8%A7%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D9%82
46,إنشاء تطبيق فلاتر,Mobile Development,تطوير التطبيقات,2025-05-01,495.00 ,15.0,27,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift",https://mostaql.com/project/1080004-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D9%84%D8%A7%D8%AA%D8%B1
47,إضافة نظام 3cx إلى خدمة العملاء,Telephony Systems,غير معروف,2025-05-01,250.00 ,3.0,1,"خدمة العملاء, خدمة العملاء عبر الهاتف, إدارة الشبكات, مركز الاتصال, برمجة, تطوير البرمجيات, هندسة البرمجيات",",    ,  management ,  , programing,  application development ,programming engineer",https://mostaql.com/project/1079976-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%86%D8%B8%D8%A7%D9%85-3cx-%D8%A5%D9%84%D9%89-%D8%AE%D8%AF%D9%85%D8%A9-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%A1
48,تطوير وربط نظام أودو,Mobile Development,تطوير التطبيقات,2025-04-30,100.00 ,6.0,4,"تطوير البرمجيات, استكشاف الأخطاء وإصلاحها, برمجة مواقع, بايثون, PHP, HTML, CSS, جافا سكريبت, أودو, برمجة, هندسة البرمجيات, برمجة قواعد البيانات, برمجة التطبيقات, تطوير قاعدة بيانات","application development ,   , programing web, python, PHP, HTML, CSS, java script,  odoo  , programing,programming engineer, programing data base, programing  apps , dev",https://mostaql.com/project/1068765-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%B1%D8%A8%D8%B7-%D9%86%D8%B8%D8%A7%D9%85-%D8%A3%D9%88%D8%AF%D9%88
49,نشر تطبيق FastAPI على Google Cloud (Cloud Run + Cloud Storage),Web Development,تطوير الويب,2025-04-30,146.00 ,2.0,4,"هندسة البرمجيات, برمجة التطبيقات, الذكاء الاصطناعي, برمجة مواقع, تطوير البرمجيات, واجهة برمجة التطبيقات, الحوسبة السحابية, Docker, Restful API","engineering  programes , programing  apps , AI, programing web,  application development ,  programing  apps , cloud computing, Docker, Restful API",https://mostaql.com/project/1079817-%D9%86%D8%B4%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-fastapi-%D8%B9%D9%84%D9%89-google-cloud-cloud-run-cloud-storage
50,مصمم ui/ux لتصميم تطبيق,Mobile Development,تطوير التطبيقات,2025-05-01,70.00 ,10.0,22,"تصميم تجربة المستخدم, تصميم UI UX, تصميم تطبيقات, Front End, تصميم واجهة المستخدم","design UX, design UI UX, design  application, Front End, design UI",https://mostaql.com/project/1079868-%D9%85%D8%B5%D9%85%D9%85-uiux-%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
51,تصميم وتنفيذ لعبة غرف الهروب والألغاز,Game Development,تطوير الألعاب,2025-04-30,"3,250.00 ",30.0,4,"تطوير الألعاب, تصميم ألعاب, برمجة, برمجة أندرويد, برمجة التطبيقات, برمجة مواقع, برمجة تطبيقات أيفون","dev, design , programing, programing android , programing  apps , programing web, programing  application",https://mostaql.com/project/1079512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%84%D8%B9%D8%A8%D8%A9-%D8%BA%D8%B1%D9%81-%D8%A7%D9%84%D9%87%D8%B1%D9%88%D8%A8-%D9%88%D8%A7%D9%84%D8%A3%D9%84%D8%BA%D8%A7%D8%B2
52,مصمم جرافيك لإدارة موقع الشركة,Web Development,تطوير الويب,2025-04-30,37.50 ,7.0,2,"تطوير البرمجيات, إدارة المواقع, برمجة, برمجة مواقع, بايثون, PHP, جافا سكريبت, HTML, CSS, تصميم جرافيك, التصميم الإبداعي, الفكرة التصميمية","application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS, design , design ,  design",https://mostaql.com/project/1079492-%D9%85%D8%B5%D9%85%D9%85-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9
53,مطور واجهات موبايل لتطوير تطبيق,Web Development,تطوير الويب,2025-04-30,100.00 ,3.0,27,"برمجة, تطوير البرمجيات, برمجة التطبيقات, هندسة البرمجيات, برمجة أندرويد, برمجة iOS","programing,  application development , programing  apps ,programming engineer, programing android , programing iOS",https://mostaql.com/project/1079552-%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
54,تعديلات على برنامج PHP لتطبيق توصيل,Web Development,تطوير الويب,2025-04-30,185.00 ,7.0,10,"PHP, برمجة التطبيقات, تصميم تطبيقات, تطوير التطبيقات, برمجة iOS, إنشاء تطبيق, تطوير البرمجيات, برمجة","PHP, programing  apps , design  application, dev apps , programing iOS, create  application,  application development , programing",https://mostaql.com/project/1079653-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-php-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84
55,مبرمج kotlin و laravel لتعديل بسيط على سورس كود,Web Development,تطوير الويب,2025-04-30,50.00 ,3.0,5,"كوتلن, لارافيل, برمجة, تطوير البرمجيات, برمجة مواقع, هندسة البرمجيات","kotlin, laravel, programing,  application development , programing web,programming engineer",https://mostaql.com/project/1079571-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-kotlin-%D9%88-laravel-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%A8%D8%B3%D9%8A%D8%B7-%D8%B9%D9%84%D9%89-%D8%B3%D9%88%D8%B1%D8%B3-%D9%83%D9%88%D8%AF
56,تصميم صفحة هبوط,Software Engineering,هندسة البرمجيات,2025-04-30,30.00 ,1.0,70,"تصميم صفحات الهبوط, برمجة, تطوير البرمجيات, التصميم الإبداعي, إنشاء موقع إلكتروني","design drop pages, programing,  application development , design , create web",https://mostaql.com/project/1079684-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7
57,تحسين تصميم منصة تقارير تفاعلية Tableau,Software Engineering,هندسة البرمجيات,2025-04-30,25.00 ,7.0,13,Tableau,Tableau,https://mostaql.com/project/1079566-%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D9%82%D8%A7%D8%B1%D9%8A%D8%B1-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A%D8%A9-tableau
58,تعديل على موقع node js backend,Web Development,تطوير الويب,2025-04-30,55.00 ,2.0,16,"برمجة, برمجة مواقع, إنشاء موقع إلكتروني, أمن وحماية المواقع, بايثون, جافا سكريبت, node.js","programing, programing web, create web ,   web, python, java script, node.js",https://mostaql.com/project/1079745-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D9%88%D9%82%D8%B9-node-js-backend
59,ربط المرحلة الثانية من نظام الفوترة الإلكترونية zatca,Software Engineering,هندسة البرمجيات,2025-04-30,100.00 ,2.0,3,"هندسة البرمجيات, تطوير البرمجيات, برمجة, VPS, نظام لينكس, لارافيل, PHP","engineering  programes ,  application development , programing, VPS,  , laravel, PHP",https://mostaql.com/project/1079615-%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D9%85%D8%B1%D8%AD%D9%84%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%85%D9%86-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D9%81%D9%88%D8%AA%D8%B1%D8%A9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-zatca
60,تطبيق خدمات إلكترونية,Web Development,تطوير الويب,2025-04-30,800.00 ,60.0,25,"برمجة iOS, برمجة أندرويد, إنشاء موقع إلكتروني, تصميم تطبيقات, برمجة التطبيقات, تطوير التطبيقات, إنشاء تطبيق, واجهة برمجة التطبيقات","programing iOS, programing android , create web , design  application, programing  apps , dev apps , create  application,  programing  apps",https://mostaql.com/project/1036699-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9
61,دعم فني لموقع إلكتروني,Web Development,تطوير الويب,2025-04-30,100.00 ,30.0,11,"ووردبريس, إنشاء موقع ووردبريس, الدعم الفني, دعم مكتب المساعدة, خدمة العملاء, حل المشكلات, استكشاف الأخطاء وإصلاحها, إدارة علاقات العملاء","wordpress, create web wordpress,  ,   ,  ,  ,   ,",https://mostaql.com/project/1079649-%D8%AF%D8%B9%D9%85-%D9%81%D9%86%D9%8A-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
62,ربط Odoo بمنصة Moengage,Data Science,علم البيانات,2025-04-30,120.00 ,3.0,3,"برمجة مواقع, هندسة البرمجيات, برمجة التطبيقات, تطوير البرمجيات, برمجة, أودو, إدارة علاقات العملاء","programing web,programming engineer, programing  apps ,  application development , programing,  odoo  ,",https://mostaql.com/project/1079601-%D8%B1%D8%A8%D8%B7-odoo-%D8%A8%D9%85%D9%86%D8%B5%D8%A9-moengage
63,تطوير ألعاب دردشة صوتية,Software Engineering,هندسة البرمجيات,2025-04-30,40.00 ,3.0,1,"برمجة مواقع, برمجة التطبيقات, تصحيح برمجي, برمجة, أنظمة مدمجة, البرمجة الخطية, تعلم البرمجة, اختبار البرمجيات, هندسة البرمجيات, تطوير البرمجيات","programing web, programing  apps , debugging, programing,  , programing ,  programing, testing  programes ,programming engineer,  application development",https://mostaql.com/project/1079493-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9
64,تصميم فيجما لتطبيق ملابس,Mobile Development,تطوير التطبيقات,2025-04-30,95.00 ,1.0,18,"Figma, برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة أندرويد, برمجة iOS, برمجة التطبيقات, هندسة البرمجيات, flutter","Figma, programing,  application development , programing data base, programing android , programing iOS, programing  apps ,programming engineer, flutter",https://mostaql.com/project/1078666-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%81%D9%8A%D8%AC%D9%85%D8%A7-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%84%D8%A7%D8%A8%D8%B3
65,نموذج ذكاء اصطناعي للتنبؤ بقوة ضغط الخرسانة,Data Science,علم البيانات,2025-04-30,30.00 ,7.0,29,"تصميم موقع إلكتروني, برمجة مواقع, أمن وحماية المواقع, بايثون, PHP, CSS, جافا سكريبت","design web , programing web,   web, python, PHP, CSS, java script",https://mostaql.com/project/1079733-%D9%86%D9%85%D9%88%D8%B0%D8%AC-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%84%D9%84%D8%AA%D9%86%D8%A8%D8%A4-%D8%A8%D9%82%D9%88%D8%A9-%D8%B6%D8%BA%D8%B7-%D8%A7%D9%84%D8%AE%D8%B1%D8%B3%D8%A7%D9%86%D8%A9
66,عمل نظام إدخال وتحقيق بيانات باستخدام Excel,Data Science,علم البيانات,2025-04-30,50.00 ,5.0,13,"إدخال بيانات, مايكروسوفت إكسل, مايكروسوفت أوفيس, تطوير البرمجيات, برمجة, برمجة التطبيقات",",  Excel,  ,  application development , programing, programing  apps",https://mostaql.com/project/1079572-%D8%B9%D9%85%D9%84-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D8%AF%D8%AE%D8%A7%D9%84-%D9%88%D8%AA%D8%AD%D9%82%D9%8A%D9%82-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-excel
67,مبرمج لبناء منصة,Web Development,تطوير الويب,2025-04-30,"1,000.00 ",30.0,18,"برمجة مواقع, برمجة قواعد البيانات, برمجة, تطوير البرمجيات, هندسة البرمجيات","programing web, programing data base, programing,  application development ,programming engineer",https://mostaql.com/project/1079544-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%A8%D9%86%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9
68,مطور Odoo لمعالجة مشكلات نظام إدارة حجوزات الفنادق (نظام العمل بالمهمة الواحدة),Web Development,تطوير الويب,2025-04-30,60.00 ,2.0,5,"البحث والتطوير, بايثون, أودو, برمجة, تطوير البرمجيات, برمجة التطبيقات, هندسة البرمجيات",", python,  odoo  , programing,  application development , programing  apps ,programming engineer",https://mostaql.com/project/1079596-%D9%85%D8%B7%D9%88%D8%B1-odoo-%D9%84%D9%85%D8%B9%D8%A7%D9%84%D8%AC%D8%A9-%D9%85%D8%B4%D9%83%D9%84%D8%A7%D8%AA-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D8%A7%D9%84%D9%81%D9%86%D8%A7%D8%AF%D9%82-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D9%85%D9%87%D9%85%D8%A9-%D8%A7%D9%84%D9%88%D8%A7%D8%AD%D8%AF%D8%A9
69,إنشاء موقعين موقع ووردبريس (موقع سفر) وموقع ووردبريس (موقع إستشاري),Web Development,تطوير الويب,2025-04-30,250.00 ,30.0,18,"تصميم موقع إلكتروني, برمجة مواقع, إنشاء موقع إلكتروني, إنشاء موقع ووردبريس, ووردبريس, MySQL, بوتستراب, PHP, جافا سكريبت, CSS, HTML","design web , programing web, create web , create web wordpress, wordpress, MySQL, bootstrap, PHP, java script, CSS, HTML",https://mostaql.com/project/1079606-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9%D9%8A%D9%86-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%85%D9%88%D9%82%D8%B9-%D8%B3%D9%81%D8%B1-%D9%88%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%8A
70,تصميم تطبيق للهواتف الذكية لمتجر إلكتروني,Web Development,تطوير الويب,2025-04-30,500.00 ,10.0,14,"تصميم متجر إلكتروني, إنشاء متجر إلكتروني, بايثون, PHP, CSS, جافا سكريبت, برمجة, برمجة أندرويد, تطوير البرمجيات, برمجة مواقع, برمجة التطبيقات, برمجة تطبيقات أيفون","design  online market, create  online market, python, PHP, CSS, java script, programing, programing android ,  application development , programing web, programing  apps , programing  application",https://mostaql.com/project/1079513-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D9%84%D9%87%D9%88%D8%A7%D8%AA%D9%81-%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9-%D9%84%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
